path,exists,tracked,git_status,category,state,function,recommended_action,seo_impact,delete_risk,size_bytes,incoming_count,incoming_from,outgoing_count,outgoing_to
site/images/brands/lamborghini-mark.png,true,true,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,alto,49187,14,docs/previews/vehicle-template-base.html | docs/previews/vehicle-template-premium.html | site/about.html | site/ferrari-296-gts-rental-dubai.html | site/ferrari-rental-dubai.html | site/fleet.html | site/index.html | site/lamborghini-huracan-evo-spyder-rental-dubai.html | site/lamborghini-urus-rental-dubai.html | site/locations.html | site/mercedes-g63-amg-rental-dubai.html | site/porsche-992-gt3-rental-dubai.html | site/rolls-royce-cullinan-black-badge-rental-dubai.html | site/services.html,0,
site/images/brands/mercedes-mark.png,true,true,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,alto,39239,15,docs/previews/vehicle-template-base.html | docs/previews/vehicle-template-premium.html | site/about.html | site/ferrari-296-gts-rental-dubai.html | site/ferrari-rental-dubai.html | site/fleet.html | site/g63-rental-dubai.html | site/index.html | site/lamborghini-huracan-evo-spyder-rental-dubai.html | site/lamborghini-urus-rental-dubai.html | site/locations.html | site/mercedes-g63-amg-rental-dubai.html | site/porsche-992-gt3-rental-dubai.html | site/rolls-royce-cullinan-black-badge-rental-dubai.html | site/services.html,0,
site/images/brands/porsche-mark.png,true,true,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,alto,52775,15,docs/previews/vehicle-template-base.html | docs/previews/vehicle-template-premium.html | site/about.html | site/ferrari-296-gts-rental-dubai.html | site/ferrari-rental-dubai.html | site/fleet.html | site/index.html | site/lamborghini-huracan-evo-spyder-rental-dubai.html | site/lamborghini-urus-rental-dubai.html | site/locations.html | site/mercedes-g63-amg-rental-dubai.html | site/porsche-992-gt3-rental-dubai.html | site/porsche-rental-dubai.html | site/rolls-royce-cullinan-black-badge-rental-dubai.html | site/services.html,0,
site/images/brands/rolls-royce-mark.png,true,true,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,alto,16885,15,docs/previews/vehicle-template-base.html | docs/previews/vehicle-template-premium.html | site/about.html | site/ferrari-296-gts-rental-dubai.html | site/ferrari-rental-dubai.html | site/fleet.html | site/index.html | site/lamborghini-huracan-evo-spyder-rental-dubai.html | site/lamborghini-urus-rental-dubai.html | site/locations.html | site/mercedes-g63-amg-rental-dubai.html | site/porsche-992-gt3-rental-dubai.html | site/rolls-royce-cullinan-black-badge-rental-dubai.html | site/rolls-royce-rental-dubai.html | site/services.html,0,
site/images/categories/convertible.png,true,true,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,medio,183604,0,,0,
site/images/categories/electric-local-card.jpg,true,true,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,medio,563020,0,,0,
site/images/categories/electric-real-wide.jpg,true,true,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,medio,2931669,0,,0,
site/images/categories/electric-real.jpg,true,true,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,medio,2550267,0,,0,
site/images/categories/electric.png,true,true,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,medio,100071,0,,0,
site/images/categories/luxury.png,true,true,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,medio,159246,0,,0,
site/images/categories/mock-fastpng/convertible-cutout.png,true,true,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,medio,430438,0,,0,
site/images/categories/mock-fastpng/convertible-stage.png,true,true,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,alto,258093,14,docs/previews/vehicle-template-base.html | docs/previews/vehicle-template-premium.html | site/about.html | site/ferrari-296-gts-rental-dubai.html | site/ferrari-rental-dubai.html | site/fleet.html | site/index.html | site/lamborghini-huracan-evo-spyder-rental-dubai.html | site/lamborghini-urus-rental-dubai.html | site/locations.html | site/mercedes-g63-amg-rental-dubai.html | site/porsche-992-gt3-rental-dubai.html | site/rolls-royce-cullinan-black-badge-rental-dubai.html | site/services.html,0,
site/images/categories/mock-fastpng/Convertible.jpeg,true,true,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,medio,153758,0,,0,
site/images/categories/mock-fastpng/electric-cutout.png,true,true,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,medio,588470,0,,0,
site/images/categories/mock-fastpng/electric-stage.png,true,true,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,alto,304070,14,docs/previews/vehicle-template-base.html | docs/previews/vehicle-template-premium.html | site/about.html | site/ferrari-296-gts-rental-dubai.html | site/ferrari-rental-dubai.html | site/fleet.html | site/index.html | site/lamborghini-huracan-evo-spyder-rental-dubai.html | site/lamborghini-urus-rental-dubai.html | site/locations.html | site/mercedes-g63-amg-rental-dubai.html | site/porsche-992-gt3-rental-dubai.html | site/rolls-royce-cullinan-black-badge-rental-dubai.html | site/services.html,0,
site/images/categories/mock-fastpng/Electric.jpeg,true,true,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,medio,189288,0,,0,
site/images/categories/mock-fastpng/luxury-cutout.png,true,true,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,medio,535351,0,,0,
site/images/categories/mock-fastpng/luxury-stage.png,true,true,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,alto,286731,14,docs/previews/vehicle-template-base.html | docs/previews/vehicle-template-premium.html | site/about.html | site/ferrari-296-gts-rental-dubai.html | site/ferrari-rental-dubai.html | site/fleet.html | site/index.html | site/lamborghini-huracan-evo-spyder-rental-dubai.html | site/lamborghini-urus-rental-dubai.html | site/locations.html | site/mercedes-g63-amg-rental-dubai.html | site/porsche-992-gt3-rental-dubai.html | site/rolls-royce-cullinan-black-badge-rental-dubai.html | site/services.html,0,
site/images/categories/mock-fastpng/Luxury.jpeg,true,true,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,medio,180506,0,,0,
site/images/categories/mock-fastpng/sports-cutout.png,true,true,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,medio,565155,0,,0,
site/images/categories/mock-fastpng/sports-stage.png,true,true,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,alto,300221,14,docs/previews/vehicle-template-base.html | docs/previews/vehicle-template-premium.html | site/about.html | site/ferrari-296-gts-rental-dubai.html | site/ferrari-rental-dubai.html | site/fleet.html | site/index.html | site/lamborghini-huracan-evo-spyder-rental-dubai.html | site/lamborghini-urus-rental-dubai.html | site/locations.html | site/mercedes-g63-amg-rental-dubai.html | site/porsche-992-gt3-rental-dubai.html | site/rolls-royce-cullinan-black-badge-rental-dubai.html | site/services.html,0,
site/images/categories/mock-fastpng/Sports.jpeg,true,true,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,medio,186318,0,,0,
site/images/categories/mock-fastpng/suv-cutout.png,true,true,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,medio,511088,0,,0,
site/images/categories/mock-fastpng/suv-stage.png,true,true,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,alto,250831,14,docs/previews/vehicle-template-base.html | docs/previews/vehicle-template-premium.html | site/about.html | site/ferrari-296-gts-rental-dubai.html | site/ferrari-rental-dubai.html | site/fleet.html | site/index.html | site/lamborghini-huracan-evo-spyder-rental-dubai.html | site/lamborghini-urus-rental-dubai.html | site/locations.html | site/mercedes-g63-amg-rental-dubai.html | site/porsche-992-gt3-rental-dubai.html | site/rolls-royce-cullinan-black-badge-rental-dubai.html | site/services.html,0,
site/images/categories/mock-fastpng/SUV.jpeg,true,true,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,medio,182880,0,,0,
site/images/categories/sports.png,true,true,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,medio,158359,0,,0,
site/images/categories/suv.png,true,true,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,medio,156563,0,,0,
site/images/dp-crest-cropped.png,true,true,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,alto,283397,25,docs/previews/vehicle-template-base.html | docs/previews/vehicle-template-premium.html | site/about.html | site/abu-dhabi-luxury-car-rental.html | site/airport-concierge-dubai.html | site/business-car-rental-dubai.html | site/chauffeur-service-dubai.html | site/dubai-airport-luxury-car-rental.html | site/dubai-marina-luxury-car-rental.html | site/ferrari-296-gts-rental-dubai.html | site/ferrari-rental-dubai.html | site/fleet.html | site/hotel-villa-airport-delivery-dubai.html | site/index.html | site/lamborghini-huracan-evo-spyder-rental-dubai.html | site/lamborghini-urus-rental-dubai.html | site/locations.html | site/luxury-car-rental-dubai.html | site/mercedes-g63-amg-rental-dubai.html | site/monthly-luxury-car-rental-dubai.html | site/palm-jumeirah-luxury-car-rental.html | site/porsche-992-gt3-rental-dubai.html | site/rolls-royce-cullinan-black-badge-rental-dubai.html | site/services.html | site/wedding-event-car-rental-dubai.html,0,
site/images/dynasty-prestige-logo.png,true,true,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,medio,348901,0,,0,
site/images/fleet/ferrari-296-gts/01-exterior-front.jpg,true,true,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,alto,327168,5,site/ferrari-296-gts-rental-dubai.html | site/ferrari-rental-dubai.html | site/fleet.html | site/index.html | site/services.html,0,
site/images/fleet/ferrari-296-gts/02-exterior-side.jpg,true,false,??,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,medio,135007,0,,0,
site/images/fleet/ferrari-296-gts/03-exterior-rear.jpg,true,false,??,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,alto,377207,1,site/ferrari-296-gts-rental-dubai.html,0,
site/images/fleet/ferrari-296-gts/04-interior-cabin.jpg,true,false,??,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,medio,392890,0,,0,
site/images/fleet/ferrari-296-gts/05-detail-wheel.jpg,true,false,??,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,medio,359819,0,,0,
site/images/fleet/ferrari-296-gts/06-exterior-motion.jpg,true,false,??,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,alto,84995,1,site/ferrari-296-gts-rental-dubai.html,0,
site/images/fleet/ferrari-296-gts/07-hero-dubai.jpeg,true,false,??,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,alto,101029,1,site/ferrari-296-gts-rental-dubai.html,0,
site/images/fleet/ferrari-296-gts/08-front-profile.jpg,true,false,??,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,alto,236754,1,site/ferrari-296-gts-rental-dubai.html,0,
site/images/fleet/lamborghini-huracan/01-exterior-front.png,true,true,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,alto,243241,6,docs/previews/fleet-card-preview.html | docs/previews/vehicle-template-premium.html | site/fleet.html | site/index.html | site/lamborghini-huracan-evo-spyder-rental-dubai.html | site/lamborghini-rental-dubai.html,0,
site/images/fleet/lamborghini-huracan/02-center-console.png,true,true,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,alto,215274,1,site/lamborghini-huracan-evo-spyder-rental-dubai.html,0,
site/images/fleet/lamborghini-huracan/03-exterior-rear.png,true,true,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,alto,164699,2,docs/previews/vehicle-template-premium.html | site/lamborghini-huracan-evo-spyder-rental-dubai.html,0,
site/images/fleet/lamborghini-huracan/04-interior-cockpit.png,true,true,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,alto,118342,4,docs/previews/vehicle-template-premium.html | site/index.html | site/lamborghini-huracan-evo-spyder-rental-dubai.html | site/services.html,0,
site/images/fleet/lamborghini-huracan/05-seat-detail.png,true,true,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,alto,159564,2,docs/previews/vehicle-template-premium.html | site/lamborghini-huracan-evo-spyder-rental-dubai.html,0,
site/images/fleet/lamborghini-huracan/06-steering-wheel-detail.png,true,true,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,alto,243241,2,docs/previews/vehicle-template-premium.html | site/lamborghini-huracan-evo-spyder-rental-dubai.html,0,
site/images/fleet/lamborghini-urus/01-exterior-front.png,true,true,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,alto,104359,4,site/fleet.html | site/index.html | site/lamborghini-rental-dubai.html | site/lamborghini-urus-rental-dubai.html,0,
site/images/fleet/lamborghini-urus/02-interior-cockpit.png,true,true,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,alto,146079,1,site/lamborghini-urus-rental-dubai.html,0,
site/images/fleet/lamborghini-urus/03-interior-dashboard.png,true,true,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,alto,177730,1,site/lamborghini-urus-rental-dubai.html,0,
site/images/fleet/lamborghini-urus/04-interior-front-seats.png,true,true,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,alto,145099,1,site/lamborghini-urus-rental-dubai.html,0,
site/images/fleet/lamborghini-urus/05-interior-rear-seats.png,true,true,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,alto,141039,1,site/lamborghini-urus-rental-dubai.html,0,
site/images/fleet/lamborghini-urus/06-exterior-rear.png,true,true,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,alto,102029,1,site/lamborghini-urus-rental-dubai.html,0,
site/images/fleet/mercedes-g63-amg/01-exterior-front.jpg,true,false,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,alto,500152,1,site/mercedes-g63-amg-rental-dubai.html,0,
site/images/fleet/mercedes-g63-amg/02-exterior-angle.jpg,true,false,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,alto,522261,1,site/mercedes-g63-amg-rental-dubai.html,0,
site/images/fleet/mercedes-g63-amg/03-exterior-side.jpg,true,false,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,alto,360351,1,site/mercedes-g63-amg-rental-dubai.html,0,
site/images/fleet/mercedes-g63-amg/04-interior-front.jpg,true,false,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,alto,365938,1,site/mercedes-g63-amg-rental-dubai.html,0,
site/images/fleet/mercedes-g63-amg/05-interior-rear.jpg,true,false,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,alto,572826,1,site/mercedes-g63-amg-rental-dubai.html,0,
site/images/fleet/mercedes-g63-amg/06-exterior-rear.jpg,true,false,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,medio,312506,0,,0,
site/images/fleet/porsche-992-gt3/01-exterior-front.jpg,true,false,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,alto,318474,1,site/porsche-992-gt3-rental-dubai.html,0,
site/images/fleet/porsche-992-gt3/02-exterior-side.jpg,true,false,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,alto,262901,1,site/porsche-992-gt3-rental-dubai.html,0,
site/images/fleet/porsche-992-gt3/03-exterior-rear.jpg,true,false,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,alto,268041,1,site/porsche-992-gt3-rental-dubai.html,0,
site/images/fleet/porsche-992-gt3/04-interior-cockpit.jpeg,true,false,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,alto,311924,1,site/porsche-992-gt3-rental-dubai.html,0,
site/images/fleet/porsche-992-gt3/05-detail-seat.jpeg,true,false,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,medio,352958,0,,0,
site/images/fleet/porsche-992-gt3/06-track-rear.jpeg,true,false,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,alto,151307,1,site/porsche-992-gt3-rental-dubai.html,0,
site/images/fleet/rolls-royce-cullinan-black-badge/01-exterior-rear.png,true,true,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,alto,141795,2,docs/previews/vehicle-template-base.html | site/rolls-royce-cullinan-black-badge-rental-dubai.html,0,
site/images/fleet/rolls-royce-cullinan-black-badge/02-exterior-front.png,true,true,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,alto,129698,3,docs/previews/vehicle-template-base.html | site/rolls-royce-cullinan-black-badge-rental-dubai.html | site/services.html,0,
site/images/fleet/rolls-royce-cullinan-black-badge/03-interior-front-seats.png,true,true,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,alto,134459,2,docs/previews/vehicle-template-base.html | site/rolls-royce-cullinan-black-badge-rental-dubai.html,0,
site/images/fleet/rolls-royce-cullinan-black-badge/04-interior-cockpit.png,true,true,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,alto,161428,2,docs/previews/vehicle-template-base.html | site/rolls-royce-cullinan-black-badge-rental-dubai.html,0,
site/images/fleet/rolls-royce-cullinan-black-badge/05-interior-rear-seats.png,true,true,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,alto,145983,3,docs/previews/vehicle-template-base.html | site/rolls-royce-cullinan-black-badge-rental-dubai.html | site/services.html,0,
site/images/fleet/rolls-royce-cullinan-black-badge/06-exterior-front-open-doors.png,true,true,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,alto,135904,8,docs/previews/fleet-card-preview.html | docs/previews/vehicle-template-base.html | site/css/site-v2-locations.css | site/fleet.html | site/index.html | site/rolls-royce-cullinan-black-badge-rental-dubai.html | site/rolls-royce-rental-dubai.html | site/services.html,0,
site/images/service-cockpit.png,true,true,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,alto,146079,1,site/services.html,0,
site/images/service-detail.png,true,true,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,alto,159564,3,site/css/site-v2-locations.css | site/locations.html | site/services.html,0,
site/images/service-handover.png,true,true,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,alto,135904,2,site/index.html | site/services.html,0,
site/index.html,true,true,M,produccion,produccion,"Superficie publica, asset o metadata servida en produccion",se queda,alto,alto,60932,41,docs/audit/AUDITORIA-INICIAL-2026-03-30.md | docs/previews/vehicle-template-base.html | docs/previews/vehicle-template-premium.html | site/about.html | site/abu-dhabi-luxury-car-rental.html | site/airport-concierge-dubai.html | site/app/reserve/page.html | site/business-car-rental-dubai.html | site/chauffeur-service-dubai.html | site/downtown-dubai-supercar-rental.html | site/dubai-airport-luxury-car-rental.html | site/dubai-marina-luxury-car-rental.html | site/ferrari-296-gts-rental-dubai.html | site/ferrari-rental-downtown-dubai.html | site/ferrari-rental-dubai.html | site/fleet.html | site/g63-rental-dubai-marina.html | site/g63-rental-dubai.html | site/hotel-villa-airport-delivery-dubai.html | site/index.html | site/lamborghini-huracan-evo-spyder-rental-dubai.html | site/lamborghini-rental-dubai.html | site/lamborghini-rental-palm-jumeirah.html | site/lamborghini-urus-rental-dubai.html | site/locations.html | site/luxury-car-rental-dubai.html | site/mercedes-g63-amg-rental-dubai.html | site/mercedes-rental-dubai.html | site/monthly-luxury-car-rental-dubai.html | site/palm-jumeirah-luxury-car-rental.html | site/porsche-992-gt3-rental-dubai.html | site/porsche-rental-dubai.html | site/rolls-royce-cullinan-black-badge-rental-dubai.html | site/rolls-royce-rental-dubai.html | site/services.html | site/supercar-rental-dubai.html | site/sw.js | site/terms-and-conditions-uae.html | site/terms-and-conditions.html | site/wedding-event-car-rental-dubai.html | vercel.json,44,site/about.html | site/contact.html | site/css/site-v2.css | site/dubai-airport-luxury-car-rental.html | site/dubai-marina-luxury-car-rental.html | site/ferrari-296-gts-rental-dubai.html | site/ferrari-rental-dubai.html | site/fleet.html | site/images/brands/ferrari-mark.png | site/images/brands/lamborghini-mark.png | site/images/brands/mercedes-mark.png | site/images/brands/porsche-mark.png | site/images/brands/rolls-royce-mark.png | site/images/categories/mock-fastpng/convertible-stage.png | site/images/categories/mock-fastpng/electric-stage.png | site/images/categories/mock-fastpng/luxury-stage.png | site/images/categories/mock-fastpng/sports-stage.png | site/images/categories/mock-fastpng/suv-stage.png | site/images/dp-crest-cropped.png | site/images/fleet/ferrari-296-gts/01-exterior-front.jpg | site/images/fleet/lamborghini-huracan/01-exterior-front.png | site/images/fleet/lamborghini-huracan/04-interior-cockpit.png | site/images/fleet/lamborghini-urus/01-exterior-front.png | site/images/fleet/rolls-royce-cullinan-black-badge/06-exterior-front-open-doors.png | site/images/service-handover.png | site/index.html | site/js/site-v2.js | site/lamborghini-huracan-evo-spyder-rental-dubai.html | site/lamborghini-rental-dubai.html | site/lamborghini-urus-rental-dubai.html | site/locations.html | site/logo-dp-transparent.png | site/luxury-car-rental-dubai.html | site/media/hero-dubai-sunset.mp4 | site/media/hero-sports-road.mp4 | site/mercedes-rental-dubai.html | site/monthly-luxury-car-rental-dubai.html | site/palm-jumeirah-luxury-car-rental.html | site/porsche-rental-dubai.html | site/rolls-royce-cullinan-black-badge-rental-dubai.html | site/rolls-royce-rental-dubai.html | site/services.html | site/supercar-rental-dubai.html | site/terms-and-conditions.html
site/js/contact-form.js,true,true,,produccion,soporte,Archivo bajo la frontera publica sin evidencia clara de uso,se queda,bajo,medio,5084,1,site/contact.html,0,
site/js/hero-lab.js,false,true,D,preview,preview,"Sandbox, preview o plantilla fuera del flujo publico",se mueve/archiva,bajo,medio,0,0,,0,
site/js/home-booking.js,false,true,D,duplicado/huella,candidato a borrar,Duplicado o resto de iteraciones anteriores,se elimina,bajo,bajo,0,0,,0,
site/js/home.js,false,true,D,duplicado/huella,candidato a borrar,Duplicado o resto de iteraciones anteriores,se elimina,bajo,bajo,0,0,,0,
site/js/seo-landing.js,true,false,??,produccion,soporte,Archivo bajo la frontera publica sin evidencia clara de uso,se queda,bajo,medio,2441,12,docs/previews/vehicle-template-base.html | docs/previews/vehicle-template-premium.html | site/ferrari-296-gts-rental-dubai.html | site/ferrari-rental-dubai.html | site/g63-rental-dubai.html | site/lamborghini-huracan-evo-spyder-rental-dubai.html | site/lamborghini-urus-rental-dubai.html | site/mercedes-g63-amg-rental-dubai.html | site/porsche-992-gt3-rental-dubai.html | site/porsche-rental-dubai.html | site/rolls-royce-cullinan-black-badge-rental-dubai.html | site/rolls-royce-rental-dubai.html,0,
site/js/site-v2-3d.js,false,true,D,archivo,legacy,Experimento 3D retirado de la superficie publica y conservado como referencia,se mueve/archiva,ninguno,bajo,0,0,,0,
site/js/site-v2-fleet.js,true,true,M,produccion,soporte,Archivo bajo la frontera publica sin evidencia clara de uso,se queda,bajo,medio,8875,1,site/fleet.html,0,
site/js/site-v2.js,true,true,M,produccion,soporte,Archivo bajo la frontera publica sin evidencia clara de uso,se queda,bajo,medio,13750,25,docs/previews/vehicle-template-base.html | docs/previews/vehicle-template-premium.html | site/about.html | site/abu-dhabi-luxury-car-rental.html | site/airport-concierge-dubai.html | site/business-car-rental-dubai.html | site/chauffeur-service-dubai.html | site/dubai-airport-luxury-car-rental.html | site/dubai-marina-luxury-car-rental.html | site/ferrari-296-gts-rental-dubai.html | site/ferrari-rental-dubai.html | site/fleet.html | site/hotel-villa-airport-delivery-dubai.html | site/index.html | site/lamborghini-huracan-evo-spyder-rental-dubai.html | site/lamborghini-urus-rental-dubai.html | site/locations.html | site/luxury-car-rental-dubai.html | site/mercedes-g63-amg-rental-dubai.html | site/monthly-luxury-car-rental-dubai.html | site/palm-jumeirah-luxury-car-rental.html | site/porsche-992-gt3-rental-dubai.html | site/rolls-royce-cullinan-black-badge-rental-dubai.html | site/services.html | site/wedding-event-car-rental-dubai.html,0,
site/lamborghini-huracan-evo-spyder-rental-dubai.html,true,false,??,produccion,soporte,Archivo bajo la frontera publica sin evidencia clara de uso,se queda,bajo,medio,38779,7,docs/previews/fleet-card-preview.html | site/ferrari-296-gts-rental-dubai.html | site/fleet.html | site/index.html | site/lamborghini-urus-rental-dubai.html | site/porsche-992-gt3-rental-dubai.html | site/rolls-royce-cullinan-black-badge-rental-dubai.html,39,site/about.html | site/app/reserve/page.html | site/css/seo-landing.css | site/css/site-v2.css | site/ferrari-296-gts-rental-dubai.html | site/ferrari-rental-dubai.html | site/fleet.html | site/images/brands/ferrari-mark.png | site/images/brands/lamborghini-mark.png | site/images/brands/mercedes-mark.png | site/images/brands/porsche-mark.png | site/images/brands/rolls-royce-mark.png | site/images/categories/mock-fastpng/convertible-stage.png | site/images/categories/mock-fastpng/electric-stage.png | site/images/categories/mock-fastpng/luxury-stage.png | site/images/categories/mock-fastpng/sports-stage.png | site/images/categories/mock-fastpng/suv-stage.png | site/images/dp-crest-cropped.png | site/images/fleet/lamborghini-huracan/01-exterior-front.png | site/images/fleet/lamborghini-huracan/02-center-console.png | site/images/fleet/lamborghini-huracan/03-exterior-rear.png | site/images/fleet/lamborghini-huracan/04-interior-cockpit.png | site/images/fleet/lamborghini-huracan/05-seat-detail.png | site/images/fleet/lamborghini-huracan/06-steering-wheel-detail.png | site/index.html | site/js/seo-landing.js | site/js/site-v2.js | site/lamborghini-rental-dubai.html | site/lamborghini-urus-rental-dubai.html | site/locations.html | site/luxury-car-rental-dubai.html | site/media/hero-dubai-sunset.mp4 | site/media/hero-sports-road.mp4 | site/mercedes-rental-dubai.html | site/porsche-rental-dubai.html | site/rolls-royce-cullinan-black-badge-rental-dubai.html | site/services.html | site/supercar-rental-dubai.html | site/terms-and-conditions-uae.html
site/lamborghini-rental-dubai.html,true,true,M,produccion,produccion,"Superficie publica, asset o metadata servida en produccion",se queda,alto,alto,28411,24,docs/previews/vehicle-template-base.html | docs/previews/vehicle-template-premium.html | site/about.html | site/downtown-dubai-supercar-rental.html | site/dubai-airport-luxury-car-rental.html | site/ferrari-296-gts-rental-dubai.html | site/ferrari-rental-downtown-dubai.html | site/ferrari-rental-dubai.html | site/fleet.html | site/g63-rental-dubai-marina.html | site/index.html | site/lamborghini-huracan-evo-spyder-rental-dubai.html | site/lamborghini-rental-palm-jumeirah.html | site/lamborghini-urus-rental-dubai.html | site/locations.html | site/luxury-car-rental-dubai.html | site/mercedes-g63-amg-rental-dubai.html | site/mercedes-rental-dubai.html | site/palm-jumeirah-luxury-car-rental.html | site/porsche-992-gt3-rental-dubai.html | site/porsche-rental-dubai.html | site/rolls-royce-cullinan-black-badge-rental-dubai.html | site/services.html | site/supercar-rental-dubai.html,12,site/app/reserve/page.html | site/css/seo-landing.css | site/ferrari-rental-dubai.html | site/images/fleet/lamborghini-huracan/01-exterior-front.png | site/images/fleet/lamborghini-urus/01-exterior-front.png | site/index.html | site/lamborghini-rental-palm-jumeirah.html | site/luxury-car-rental-dubai.html | site/mercedes-rental-dubai.html | site/porsche-rental-dubai.html | site/supercar-rental-dubai.html | site/terms-and-conditions-uae.html
site/lamborghini-rental-palm-jumeirah.html,true,true,,produccion,produccion,"Superficie publica, asset o metadata servida en produccion",se queda,alto,alto,6736,1,site/lamborghini-rental-dubai.html,9,site/app/reserve/page.html | site/css/seo-landing.css | site/ferrari-rental-dubai.html | site/index.html | site/lamborghini-rental-dubai.html | site/mercedes-rental-dubai.html | site/palm-jumeirah-luxury-car-rental.html | site/porsche-rental-dubai.html | site/terms-and-conditions-uae.html
